0.99343,-0.27653,2.00000
1.29538,3.04606,2.00000
-0.46831,-0.46827,0.00000
3.15843,1.53487,0.00000
-0.93895,1.08512,2.00000
-0.92684,-0.93146,1.00000
0.48392,-3.82656,0.00000
-3.44984,-1.12458,0.00000
-2.02566,0.62849,2.00000
-1.81605,-2.82461,0.00000
2.93130,-0.45155,1.00000
0.13506,-2.84950,2.00000
-1.08877,0.22185,0.00000
-2.30199,0.75140,2.00000
-1.20128,-0.58339,0.00000
-1.20341,3.70456,0.00000
-0.02699,-2.11542,0.00000
1.64509,-2.44169,1.00000
0.41773,-3.91934,1.00000
-2.65637,0.39372,2.00000
1.47693,0.34274,0.00000
-0.23130,-0.60221,0.00000
-2.95704,-1.43969,1.00000
-0.92128,2.11424,0.00000
0.68724,-3.52608,1.00000
0.64817,-0.77016,0.00000
-1.35384,1.22335,2.00000
2.06200,1.86256,0.00000
-1.67844,-0.61842,0.00000
0.66253,1.95109,1.00000
-0.95835,-0.37132,0.00000
-2.21267,-2.39241,0.00000
1.62505,2.71248,1.00000
-0.14402,2.00707,2.00000
0.72327,-1.29024,2.00000
0.72279,3.07607,1.00000
-0.07165,3.12929,1.00000
-5.23949,1.64381,1.00000
0.17409,-0.59801,1.00000
0.18352,-3.97514,1.00000
-0.43934,0.71423,2.00000
2.95579,-1.03654,2.00000
-1.61699,-1.00351,1.00000
1.83080,0.65750,0.00000
-1.05952,1.02653,1.00000
0.19416,1.93729,0.00000
-1.40411,-0.65532,1.00000
-0.78422,-2.92703,1.00000
0.59224,0.52211,2.00000
0.01023,-0.46917,0.00000
-2.83074,-0.84129,0.00000
-0.68543,-1.60455,2.00000
-0.32257,0.80810,2.00000
3.77237,0.34916,2.00000
0.51510,-0.14889,2.00000
-3.83754,-0.05303,0.00000
0.12046,4.92648,0.00000
-0.38472,0.60309,1.00000
-0.06942,-2.33736,1.00000
2.28565,1.50387,2.00000
1.58206,-1.81877,2.00000
2.80559,-2.80370,2.00000
1.17371,4.38091,1.00000
-1.98107,-1.13260,1.00000
0.19930,-1.00695,1.00000
-3.10133,0.13713,1.00000
-2.12461,0.94718,1.00000
-1.83885,3.09987,1.00000
-1.56651,-0.64412,1.00000
1.62703,-2.46173,2.00000
0.45492,2.61429,2.00000
-3.21497,0.36927,2.00000
0.51977,1.56365,2.00000
-2.47390,-2.64091,1.00000
1.04388,0.59397,0.00000
0.50099,0.69290,1.00000
-1.36005,0.46451,0.00000
0.58614,-1.42870,2.00000
3.73155,0.94767,1.00000
-2.38261,1.31311,2.00000
-1.94936,1.57417,1.00000
2.31719,-1.64136,2.00000
1.92675,0.82556,0.00000
1.64412,3.79359,0.00000
-0.49078,-1.50747,0.00000
-1.77903,-1.63162,1.00000
-0.15420,0.68230,0.00000
0.55338,1.65437,1.00000
0.02600,2.90707,0.00000
-0.52931,5.44034,0.00000
1.25133,-1.71432,1.00000
-2.14178,0.96494,1.00000
-0.44693,1.42800,0.00000
0.94648,-0.14566,1.00000
-1.69359,-3.02969,0.00000
-0.89303,1.71280,1.00000
0.42819,-2.49148,2.00000
0.34636,0.77063,2.00000
-1.76771,0.30745,2.00000
0.11642,-2.28594,2.00000
0.71557,1.12157,2.00000
2.16610,2.10760,0.00000
-2.75534,-1.87565,2.00000
1.03007,1.02757,2.00000
1.03010,7.70546,2.00000
1.14178,2.27113,2.00000
1.90800,1.30278,1.00000
-0.63054,1.51794,0.00000
-1.54565,-0.47364,2.00000
-0.97073,0.16375,2.00000
4.62932,-3.73453,2.00000
1.37252,-3.22543,0.00000
-0.94386,2.17790,1.00000
0.12856,-2.15549,0.00000
-1.43061,1.35920,1.00000
-1.46073,0.43292,2.00000
0.09114,-1.30320,2.00000
